company_top5,title,location,avg_experience,avg_base_salary
AMAZON,"SOLUTION ARCHITECT","Claremont, CA",10,180000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Thousand Oaks, CA",16,180000
OTHERS,"PRODUCT MANAGER","Canonsburg, PA",20,180000
OTHERS,"PRODUCT MANAGER","Hong Kong, HK, Hong Kong (SAR)",15,180000
OTHERS,"SOFTWARE ENGINEER","Palm Springs, CA",7,180000
OTHERS,"HUMAN RESOURCES","Delhi, DL, India",16,180000
OTHERS,SALES,"Sao Paulo, SP, Brazil",12,180000
GOOGLE,"MECHANICAL ENGINEER","Reston, VA",15,180000
OTHERS,"BUSINESS ANALYST","Santa Monica, CA",4,180000
OTHERS,"DATA SCIENTIST","Traverse City, MI",9,180000
OTHERS,"TECHNICAL PROGRAM MANAGER","Dubai, DU, United Arab Emirates",30,180000
OTHERS,"SOLUTION ARCHITECT","Melbourne, VI, Australia",20,180000
OTHERS,"HUMAN RESOURCES","Armonk, NY",10,180000
OTHERS,"SOFTWARE ENGINEER","Colorado City, AZ",7,180000
OTHERS,SALES,"Portland, OR",10,180000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Chantilly, VA",10,180000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Austin, TX",20,180000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Chicago, IL",20,180000
MICROSOFT,"MANAGEMENT CONSULTANT","Toronto, ON, Canada",15,180000
ORACLE,"SOFTWARE ENGINEERING MANAGER","Reston, VA",11.25,180000
ORACLE,"SOLUTION ARCHITECT","Redwood City, CA",20,180000
ORACLE,SALES,"Sydney, NS, Australia",20,180000
ORACLE,"SOLUTION ARCHITECT","Houston, TX",16,180000
ORACLE,"SOLUTION ARCHITECT","San Antonio, TX",10,180000
OTHERS,"BUSINESS ANALYST","Texas City, TX",2,180000
OTHERS,"SOLUTION ARCHITECT","Brisbane, QL, Australia",15,180000
OTHERS,"PRODUCT MANAGER","Dublin, CA",14,180000
AMAZON,"SOFTWARE ENGINEERING MANAGER","New York, NY",16.566666666666666,179966.66666666666
OTHERS,"SOFTWARE ENGINEERING MANAGER","Kirkland, WA",16.25,179750
OTHERS,"PRODUCT MANAGER","Sunnyvale, CA",9.17910447761194,179522.38805970148
GOOGLE,"TECHNICAL PROGRAM MANAGER","San Francisco, CA",11.857142857142858,179285.7142857143
OTHERS,"SOFTWARE ENGINEERING MANAGER","Richmond, VA",16.583333333333332,179250
OTHERS,"SOFTWARE ENGINEERING MANAGER","Mc Lean, VA",9.6,179000
GOOGLE,"PRODUCT DESIGNER","San Bruno, CA",11,179000
OTHERS,"PRODUCT MANAGER","Foster City, CA",10,179000
OTHERS,"HARDWARE ENGINEER","Redmond, WA",11.25,178833.33333333334
GOOGLE,"PRODUCT MANAGER","Seattle, WA",11.074074074074074,178666.66666666666
GOOGLE,MARKETING,"Singapore, SG, Singapore",11.4,178400
GOOGLE,"SOLUTION ARCHITECT","Dubai, DU, United Arab Emirates",14,178333.33333333334
OTHERS,"SOLUTION ARCHITECT","Sunnyvale, CA",14.5,178166.66666666666
OTHERS,"SOFTWARE ENGINEERING MANAGER","Baltimore, MD",17.25,178000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Mill Valley, CA",20,178000
OTHERS,"PRODUCT MANAGER","Washington, VA",11,178000
ORACLE,MARKETING,"Portland, OR",35,178000
OTHERS,"SOLUTION ARCHITECT","Newton, MA",20,178000
OTHERS,"SOFTWARE ENGINEER","San Mateo, CA",7.645161290322581,177927.4193548387
OTHERS,"PRODUCT MANAGER","Beaverton, OR",12,177857.14285714287
OTHERS,"PRODUCT MANAGER","San Francisco, CA",8.355595667870036,177812.27436823104
OTHERS,"PRODUCT DESIGNER","Menlo Park, CA",7.233766233766234,177792.2077922078
OTHERS,"TECHNICAL PROGRAM MANAGER","San Francisco, CA",11.210526315789474,177715.7894736842
OTHERS,"SOFTWARE ENGINEER","Warrenville, IL",6.5,177500
OTHERS,"PRODUCT MANAGER","Newark, CA",18,177500
OTHERS,"PRODUCT MANAGER","Santa Clara, CA",10.142857142857142,177367.3469387755
ORACLE,"SOFTWARE ENGINEER","Bellevue, WA",12.333333333333334,177166.66666666666
OTHERS,"SOFTWARE ENGINEERING MANAGER","Vienna, VA",13.6,177000
OTHERS,"SOFTWARE ENGINEER","Buda, TX",15,177000
AMAZON,"PRODUCT MANAGER","Sunnyvale, CA",13.454545454545455,176954.54545454544
AMAZON,MARKETING,"Palo Alto, CA",15.8,176800
APPLE,"PRODUCT MANAGER","Austin, TX",10.8,176800
MICROSOFT,"TECHNICAL PROGRAM MANAGER","New York, NY",14.333333333333334,176666.66666666666
GOOGLE,"PRODUCT MANAGER","Sunnyvale, CA",11.481481481481481,176444.44444444444
OTHERS,"TECHNICAL PROGRAM MANAGER","Jersey City, NJ",18.8,176400
GOOGLE,"PRODUCT DESIGNER","San Francisco, CA",9.481481481481481,176148.14814814815
GOOGLE,"SOFTWARE ENGINEER","Santa Clara, CA",8.666666666666666,176000
MICROSOFT,"SOLUTION ARCHITECT","Charlotte, NC",29,176000
MICROSOFT,"SOFTWARE ENGINEER","Aliso Viejo, CA",17,176000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","London, EN, United Kingdom",20,176000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Pleasanton, CA",9.8,175400
OTHERS,"SOFTWARE ENGINEERING MANAGER","Austin, TX",14.206349206349206,175349.20634920636
OTHERS,"SOFTWARE ENGINEERING MANAGER","Raleigh, NC",14,175333.33333333334
GOOGLE,"TECHNICAL PROGRAM MANAGER","Atlanta, GA",19.333333333333332,175333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","Seattle, WA",13.075757575757576,175287.87878787878
OTHERS,"SOFTWARE ENGINEERING MANAGER","Washington, DC",14.8,175000
OTHERS,"PRODUCT DESIGNER","Florham Park, NJ",10,175000
AMAZON,"PRODUCT MANAGER","New Providence, NJ",15,175000
AMAZON,"HUMAN RESOURCES","Toronto, ON, Canada",20,175000
AMAZON,"SOFTWARE ENGINEER","Peterborough, NH",27,175000
APPLE,"TECHNICAL PROGRAM MANAGER","Austin, TX",12.5,175000
APPLE,"HUMAN RESOURCES","Sunnyvale, CA",8,175000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Middletown, NJ",16.333333333333332,175000
OTHERS,"SOLUTION ARCHITECT","Round Rock, TX",18,175000
OTHERS,MARKETING,"Denver, CO",13,175000
OTHERS,"DATA SCIENTIST","Kansas City, KS",23,175000
OTHERS,"PRODUCT DESIGNER","Santa Monica, CA",15,175000
OTHERS,"HARDWARE ENGINEER","Redwood City, CA",10,175000
OTHERS,"TECHNICAL PROGRAM MANAGER","Columbus, OH",9,175000
OTHERS,"DATA SCIENTIST","Cupertino, CA",5,175000
OTHERS,"SOFTWARE ENGINEER","Seabrook, NH",10,175000
MICROSOFT,"SOFTWARE ENGINEER","San Jose, CA",10,175000
MICROSOFT,"PRODUCT MANAGER","Houston, TX",13,175000
ORACLE,"PRODUCT MANAGER","Zurich, ZH, Switzerland",15,175000
ORACLE,"PRODUCT MANAGER","Los Angeles, CA",9,175000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Fort Mill, SC",12,175000
OTHERS,MARKETING,"San Jose, IL",15,175000
OTHERS,SALES,"Houston, TX",10,175000
MICROSOFT,"SOLUTION ARCHITECT","Reston, VA",15.333333333333334,174666.66666666666
OTHERS,"SOFTWARE ENGINEER","Westport, CT",8.666666666666666,174666.66666666666
OTHERS,"TECHNICAL PROGRAM MANAGER","Hillsboro, OR",16,174500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Bedford, MA",7.5,174500
OTHERS,"TECHNICAL PROGRAM MANAGER","Foster City, CA",7.666666666666667,174333.33333333334
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","San Francisco, CA",14.153846153846153,174153.84615384616
OTHERS,"PRODUCT MANAGER","Hillsboro, OR",20.285714285714285,174142.85714285713
OTHERS,MARKETING,"Mountain View, CA",12.666666666666666,174111.11111111112
OTHERS,"MECHANICAL ENGINEER","Redmond, WA",5.666666666666667,174000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Reston, VA",20,174000
GOOGLE,"SOLUTION ARCHITECT","Boston, MA",18,174000
OTHERS,"DATA SCIENTIST","Charleston, SC",11,174000
MICROSOFT,MARKETING,"Detroit, MI",18,174000
OTHERS,"MANAGEMENT CONSULTANT","Helsinki, ES, Finland",20,174000
OTHERS,"MANAGEMENT CONSULTANT","Walnut Creek, CA",10,174000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Fairfax, VA",13.2,173800
OTHERS,"DATA SCIENTIST","Milpitas, CA",5.25,173750
MICROSOFT,"SOFTWARE ENGINEER","New York, NY",9,173500
MICROSOFT,SALES,"Boston, MA",18.5,173500
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Seattle, WA",12.928571428571429,173404.7619047619
OTHERS,"BUSINESS ANALYST","San Bruno, CA",7,173333.33333333334
MICROSOFT,SALES,"Berlin, BE, Germany",18,173000
OTHERS,"MANAGEMENT CONSULTANT","Cleveland, OH",9,173000
AMAZON,"TECHNICAL PROGRAM MANAGER","New York, NY",16.454545454545453,173000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Beaverton, OR",16.25,173000
APPLE,"SOFTWARE ENGINEER","San Jose, CA",9.5,172875
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Redmond, WA",14.03883495145631,172533.98058252427
ORACLE,"PRODUCT DESIGNER","Reston, VA",8,172500
APPLE,MARKETING,"Los Angeles, CA",11,172500
OTHERS,"DATA SCIENTIST","Sydney, NS, Australia",8,172500
GOOGLE,"SOFTWARE ENGINEERING MANAGER","Los Angeles, CA",11.25,172500
GOOGLE,SALES,"Washington, DC",22.5,172500
OTHERS,"PRODUCT MANAGER","San Jose, CA",10.146666666666667,172293.33333333334
OTHERS,"SOFTWARE ENGINEER","New Orleans, LA",10.8,172200
AMAZON,"SOLUTION ARCHITECT","Jersey City, NJ",15,172000
APPLE,RECRUITER,"Cupertino, CA",13.75,172000
GOOGLE,"MANAGEMENT CONSULTANT","Redwood City, CA",9,172000
GOOGLE,"DATA SCIENTIST","Austin, TX",15,172000
OTHERS,"TECHNICAL PROGRAM MANAGER","Roseville, CA",18,172000
OTHERS,"SOFTWARE ENGINEER","Shevlin, MN",20,172000
OTHERS,"PRODUCT DESIGNER","Palmdale, CA",12,172000
MICROSOFT,"SOLUTION ARCHITECT","Raleigh, NC",16,172000
OTHERS,"PRODUCT MANAGER","Santa Barbara, CA",9,172000
OTHERS,"SOLUTION ARCHITECT","Lexington, KY",19,172000
OTHERS,"PRODUCT MANAGER","Santa Monica, CA",9.9,171900
GOOGLE,"TECHNICAL PROGRAM MANAGER","Los Angeles, CA",12.5,171750
APPLE,"DATA SCIENTIST","Sunnyvale, CA",4.166666666666667,171666.66666666666
OTHERS,"PRODUCT MANAGER","San Carlos, CA",12.333333333333334,171666.66666666666
ORACLE,"PRODUCT MANAGER","San Francisco, CA",13.833333333333334,171666.66666666666
MICROSOFT,"DATA SCIENTIST","San Francisco, CA",5,171500
OTHERS,MARKETING,"Philadelphia, PA",8.75,171500
OTHERS,"SOFTWARE ENGINEER","Redwood City, CA",6.536458333333333,171497.39583333334
OTHERS,"SOFTWARE ENGINEER","San Bruno, CA",7.266666666666667,171133.33333333334
MICROSOFT,"DATA SCIENTIST","Boston, MA",8.25,171000
OTHERS,"SOFTWARE ENGINEER","Hollywood, CA",17,171000
GOOGLE,"DATA SCIENTIST","New York, NY",5.25,171000
OTHERS,"TECHNICAL PROGRAM MANAGER","New York, NY",11.341463414634147,170926.82926829267
OTHERS,"SOLUTION ARCHITECT","Washington, DC",13.047619047619047,170857.14285714287
OTHERS,"PRODUCT MANAGER","Oakland, CA",6.833333333333333,170833.33333333334
OTHERS,"SOFTWARE ENGINEERING MANAGER","Pittsburgh, PA",13.5,170750
OTHERS,"SOFTWARE ENGINEERING MANAGER","Jersey City, NJ",14.666666666666666,170666.66666666666
MICROSOFT,"PRODUCT MANAGER","Reston, VA",11.666666666666666,170666.66666666666
OTHERS,"SOFTWARE ENGINEER","Burlingame, CA",5,170500
APPLE,"PRODUCT DESIGNER","Cupertino, CA",7.461538461538462,170461.53846153847
OTHERS,MARKETING,"Menlo Park, CA",8.533333333333333,170333.33333333334
OTHERS,"HUMAN RESOURCES","Portland, OR",16.444444444444443,170222.22222222222
GOOGLE,"TECHNICAL PROGRAM MANAGER","Mountain View, CA",11.627906976744185,170139.53488372092
OTHERS,"TECHNICAL PROGRAM MANAGER","Pittsburgh, PA",15,170000
OTHERS,SALES,"Singapore, SG, Singapore",11.666666666666666,170000
AMAZON,"TECHNICAL PROGRAM MANAGER","Jersey City, NJ",15.5,170000
AMAZON,"SOFTWARE ENGINEER","California City, CA",5,170000
APPLE,"SOFTWARE ENGINEER","St. Louis, MO",15,170000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Seoul, KG, Korea, South",23,170000
OTHERS,MARKETING,"Los Angeles, CA",7.857142857142857,170000
OTHERS,"SOLUTION ARCHITECT","Whippany, NJ",25,170000
OTHERS,"TECHNICAL PROGRAM MANAGER","Vienna, VA",12,170000
OTHERS,"PRODUCT DESIGNER","Boxborough, MA",15,170000
OTHERS,"DATA SCIENTIST","Walnut Creek, CA",5,170000
OTHERS,RECRUITER,"Santa Clara, CA",23.5,170000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Burbank, CA",12.5,170000
OTHERS,"SOFTWARE ENGINEER","Londonderry, OH",11,170000
GOOGLE,SALES,"Munich, BY, Germany",11,170000
GOOGLE,"SOLUTION ARCHITECT","Austin, TX",16.666666666666668,170000
GOOGLE,"SOFTWARE ENGINEER","New York Mills, NY",3,170000
GOOGLE,"SOLUTION ARCHITECT","Atlanta, GA",23,170000
GOOGLE,"SOLUTION ARCHITECT","Boulder, CO",5,170000
OTHERS,SALES,"London Mills, IL",15,170000
OTHERS,"SOFTWARE ENGINEER","Canada, KY",10,170000
MICROSOFT,"SOLUTION ARCHITECT","Minneapolis, MN",24.5,170000
MICROSOFT,"BUSINESS ANALYST","Singapore, SG, Singapore",9,170000
MICROSOFT,"SOFTWARE ENGINEER","Minneapolis, MN",12,170000
MICROSOFT,SALES,"San Jose, CA",7,170000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Honolulu, HI",13,170000
MICROSOFT,SALES,"Riyadh, RI, Saudi Arabia",10,170000
MICROSOFT,"SOLUTION ARCHITECT","Toledo, OH",16,170000
OTHERS,"HARDWARE ENGINEER","Naperville, IL",30,170000
OTHERS,"MECHANICAL ENGINEER","Mountain View, CA",9,170000
ORACLE,"PRODUCT MANAGER","Boulder, CO",33,170000
OTHERS,"PRODUCT MANAGER","Lake Forest, CA",10,170000
OTHERS,"SOLUTION ARCHITECT","Chantilly, VA",15,170000
OTHERS,"SOLUTION ARCHITECT","Tempe, AZ",10,170000
OTHERS,"DATA SCIENTIST","Needham, MA",9,170000
GOOGLE,MARKETING,"Mountain View, CA",9.5,169800
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Reston, VA",17.333333333333332,169666.66666666666
GOOGLE,"HARDWARE ENGINEER","Mountain View, CA",9.25,169613.63636363635
AMAZON,"SOFTWARE ENGINEERING MANAGER","Newark, NJ",10.5,169500
OTHERS,"SOLUTION ARCHITECT","Hillsboro, OR",10,169500
MICROSOFT,"SOLUTION ARCHITECT","Washington, DC",18.166666666666668,169500
OTHERS,"DATA SCIENTIST","Santa Monica, CA",5.166666666666667,169333.33333333334
OTHERS,"PRODUCT MANAGER","Mountain View, CA",8.306451612903226,169290.32258064515
OTHERS,"TECHNICAL PROGRAM MANAGER","San Jose, CA",13,169172.41379310345
OTHERS,"HARDWARE ENGINEER","Alameda, CA",13,169000
MICROSOFT,"SOFTWARE ENGINEER","Saint Paul, MN",13,169000
MICROSOFT,SALES,"Los Angeles, CA",20,169000
OTHERS,"TECHNICAL PROGRAM MANAGER","Pleasanton, CA",16,169000
APPLE,"DATA SCIENTIST","Cupertino, CA",6,168928.57142857142
ORACLE,"SOFTWARE ENGINEER","Cambridge, MA",9,168833.33333333334
OTHERS,"PRODUCT MANAGER","Redwood City, CA",8.3125,168812.5
OTHERS,"DATA SCIENTIST","Palo Alto, CA",8.625,168750
AMAZON,"SOFTWARE ENGINEERING MANAGER","Sydney, NS, Australia",12,168500
OTHERS,"PRODUCT MANAGER","Dubai, DU, United Arab Emirates",10.5,168500
OTHERS,MARKETING,"Sunnyvale, CA",11.5,168500
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Boston, MA",13,168500
MICROSOFT,"HARDWARE ENGINEER","Sunnyvale, CA",7.2,168400
AMAZON,"TECHNICAL PROGRAM MANAGER","Palo Alto, CA",13.666666666666666,168333.33333333334
APPLE,"TECHNICAL PROGRAM MANAGER","Seattle, WA",13,168333.33333333334
OTHERS,"TECHNICAL PROGRAM MANAGER","Sunnyvale, CA",11.23076923076923,168307.6923076923
OTHERS,"TECHNICAL PROGRAM MANAGER","Renton, WA",19,168000
OTHERS,"SOFTWARE ENGINEER","San Marcos, CA",12,168000
GOOGLE,"PRODUCT MANAGER","Atlanta, GA",11.5,168000
OTHERS,"HARDWARE ENGINEER","Santa Clarita, CA",6,168000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Los Angeles, CA",9,168000
OTHERS,"MECHANICAL ENGINEER","Foster City, CA",7.625,168000
APPLE,"TECHNICAL PROGRAM MANAGER","Cupertino, CA",9.69767441860465,167953.48837209304
OTHERS,"SOFTWARE ENGINEER","Culver City, CA",13.538461538461538,167923.07692307694
OTHERS,"SOFTWARE ENGINEER","Menlo Park, CA",5.7952731092436975,167902.31092436975
MICROSOFT,"SOFTWARE ENGINEER","Zurich, ZH, Switzerland",4.333333333333333,167666.66666666666
MICROSOFT,"SOLUTION ARCHITECT","Boston, MA",13.5,167500
OTHERS,"PRODUCT MANAGER","Seattle, WA",10.354651162790697,167500
AMAZON,"SOFTWARE ENGINEERING MANAGER","San Jose, CA",14.25,167500
AMAZON,"HARDWARE ENGINEER","San Francisco, CA",8.666666666666666,167333.33333333334
GOOGLE,"SOLUTION ARCHITECT","New York, NY",11.166666666666666,167333.33333333334
GOOGLE,"PRODUCT MANAGER","Mountain View, CA",9.448598130841122,167177.57009345794
OTHERS,"SOFTWARE ENGINEERING MANAGER","Manassas, VA",23,167000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","San Francisco, CA",9.333333333333334,167000
OTHERS,"PRODUCT MANAGER","Walnut Creek, CA",20,167000
OTHERS,"DATA SCIENTIST","South San Francisco, CA",4.454545454545454,166545.45454545456
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Seattle, WA",13.959183673469388,166530.61224489796
OTHERS,"DATA SCIENTIST","Cambridge, MA",5,166500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Newark, NJ",14,166500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Madison, WI",8,166500
ORACLE,"TECHNICAL PROGRAM MANAGER","San Francisco, CA",14.6,166400
APPLE,"PRODUCT MANAGER","San Francisco, CA",11.666666666666666,166333.33333333334
APPLE,"HARDWARE ENGINEER","San Jose, CA",9,166333.33333333334
AMAZON,"HARDWARE ENGINEER","Cupertino, CA",7.75,166250
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Atlanta, GA",14.25,166250
OTHERS,"SOFTWARE ENGINEERING MANAGER","San Diego, CA",16.029411764705884,166147.0588235294
OTHERS,"SOFTWARE ENGINEERING MANAGER","Plano, TX",15.363636363636363,166090.9090909091
APPLE,"PRODUCT MANAGER","Cupertino, CA",9.755555555555556,166022.22222222222
OTHERS,"SOFTWARE ENGINEERING MANAGER","Salt Lake City, UT",16,166000
OTHERS,"HARDWARE ENGINEER","Seattle, WA",8.375,166000
MICROSOFT,"SOFTWARE ENGINEERING MANAGER","Issaquah, WA",10,166000
OTHERS,"HUMAN RESOURCES","Irvine, CA",11.666666666666666,165666.66666666666
OTHERS,"PRODUCT MANAGER","San Bruno, CA",8.076923076923077,165538.46153846153
OTHERS,"PRODUCT DESIGNER","Sunnyvale, CA",9.076923076923077,165461.53846153847
OTHERS,"SOFTWARE ENGINEERING MANAGER","Atlanta, GA",12.923076923076923,165384.61538461538
OTHERS,"PRODUCT MANAGER","Los Angeles, CA",8.121951219512194,165341.46341463414
APPLE,"HARDWARE ENGINEER","Sunnyvale, CA",7,165333.33333333334
GOOGLE,"TECHNICAL PROGRAM MANAGER","Sunnyvale, CA",10.757575757575758,165303.0303030303
AMAZON,"SOFTWARE ENGINEER","Gilbert, AZ",7,165000
AMAZON,"SOLUTION ARCHITECT","Tokyo, TY, Japan",19,165000
APPLE,"HARDWARE ENGINEER","Beaverton, OR",10,165000
OTHERS,"DATA SCIENTIST","Berkeley, CA",6,165000
OTHERS,"MANAGEMENT CONSULTANT","Shenzhen, GD, China",3,165000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Minneapolis, MN",14.875,165000
OTHERS,"SOLUTION ARCHITECT","Sacramento, CA",15,165000
OTHERS,"SOFTWARE ENGINEERING MANAGER","Verona, WI",8,165000
OTHERS,"DATA SCIENTIST","Tulsa, OK",6,165000
OTHERS,"TECHNICAL PROGRAM MANAGER","Reston, VA",15,165000
OTHERS,"PRODUCT MANAGER","Richardson, TX",20,165000
OTHERS,"PRODUCT DESIGNER","San Ramon, CA",22,165000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Denver, CO",8,165000
GOOGLE,"MECHANICAL ENGINEER","San Francisco, CA",1.5,165000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Kirkland, WA",16,165000
OTHERS,"SOLUTION ARCHITECT","St. Petersburg, FL",30,165000
OTHERS,"SOLUTION ARCHITECT","Dover, NH",7,165000
OTHERS,"TECHNICAL PROGRAM MANAGER","Stratford, CT",20,165000
OTHERS,"HARDWARE ENGINEER","Bothell, WA",10,165000
OTHERS,"MANAGEMENT CONSULTANT","Summit, NJ",10,165000
OTHERS,"MANAGEMENT CONSULTANT","St. Louis, MO",5,165000
MICROSOFT,"SOFTWARE ENGINEER","Madison, WI",7,165000
MICROSOFT,"SOFTWARE ENGINEER","San Diego, CA",14,165000
MICROSOFT,RECRUITER,"Reston, VA",25,165000
OTHERS,"SOFTWARE ENGINEER","San Carlos, CA",11,165000
ORACLE,"SOLUTION ARCHITECT","San Francisco, CA",13,165000
ORACLE,"SOLUTION ARCHITECT","Washington, DC",25,165000
OTHERS,"HARDWARE ENGINEER","San Francisco, CA",8.766666666666667,164833.33333333334
OTHERS,"SOFTWARE ENGINEERING MANAGER","Chicago, IL",12.806451612903226,164612.90322580645
OTHERS,"PRODUCT DESIGNER","San Mateo, CA",7.25,164583.33333333334
OTHERS,"SOLUTION ARCHITECT","Austin, TX",15.176470588235293,164470.58823529413
AMAZON,"DATA SCIENTIST","Sunnyvale, CA",4.333333333333333,164333.33333333334
APPLE,"SOFTWARE ENGINEER","Pittsburgh, PA",7.333333333333333,164333.33333333334
OTHERS,"SOFTWARE ENGINEERING MANAGER","Provo, UT",7.666666666666667,164333.33333333334
OTHERS,"SOFTWARE ENGINEER","Yorktown Heights, NY",5.625,164225
OTHERS,"SOLUTION ARCHITECT","Santa Clara, CA",11.071428571428571,164071.42857142858
OTHERS,"TECHNICAL PROGRAM MANAGER","Philadelphia, PA",17.25,164000
APPLE,MARKETING,"Sunnyvale, CA",12,164000
OTHERS,"SOFTWARE ENGINEER","Skillman, NJ",2,164000
OTHERS,"SOLUTION ARCHITECT","Phoenix, AZ",22.5,164000
OTHERS,"MANAGEMENT CONSULTANT","Jersey City, NJ",7.666666666666667,164000
OTHERS,"MANAGEMENT CONSULTANT","Secaucus, NJ",9,164000
OTHERS,"SOFTWARE ENGINEER","Fribourg, FR, Switzerland",25,164000
OTHERS,"SOLUTION ARCHITECT","Pittsburgh, PA",18.333333333333332,164000
MICROSOFT,"SOFTWARE ENGINEER","Wimborne Minster, EN, United Kingdom",29,164000
OTHERS,MARKETING,"Pleasanton, CA",16,164000
OTHERS,"DATA SCIENTIST","San Francisco, CA",4.966666666666667,163889.88095238095
MICROSOFT,"SOLUTION ARCHITECT","Chicago, IL",17.714285714285715,163571.42857142858
OTHERS,"DATA SCIENTIST","Hoboken, NJ",3,163500
OTHERS,"SOFTWARE ENGINEER","Trenton, NJ",8.5,163500
OTHERS,"SOFTWARE ENGINEERING MANAGER","Boston, MA",12.256410256410257,163397.4358974359
OTHERS,"SOFTWARE ENGINEER","San Francisco, CA",5.908225283630469,163385.98271204755
GOOGLE,"TECHNICAL PROGRAM MANAGER","Boulder, CO",11.666666666666666,163333.33333333334
OTHERS,"PRODUCT MANAGER","Fremont, CA",7.666666666666667,163333.33333333334
MICROSOFT,"SOFTWARE ENGINEER","San Francisco, CA",8.660377358490566,163320.75471698114
MICROSOFT,"SOFTWARE ENGINEER","Mountain View, CA",7.846153846153846,163153.84615384616
MICROSOFT,"PRODUCT MANAGER","Tel Aviv, TA, Israel",8.5,163000
MICROSOFT,"TECHNICAL PROGRAM MANAGER","Mountain View, CA",18.5,163000
OTHERS,"SOFTWARE ENGINEER","Sorrento, FL",7,163000
OTHERS,"SOFTWARE ENGINEER","Winston Salem, NC",25,163000
GOOGLE,"SOFTWARE ENGINEER","London, WV",11,163000
OTHERS,"SOFTWARE ENGINEER","California City, CA",6.666666666666667,162833.33333333334
AMAZON,"DATA SCIENTIST","Palo Alto, CA",5.352941176470588,162764.70588235295
OTHERS,"PRODUCT DESIGNER","Brooklyn, NY",10.5,162500
OTHERS,"PRODUCT MANAGER","Jersey City, NJ",14.5,162500
GOOGLE,"SOLUTION ARCHITECT","Norfolk, VA",9.5,162500
GOOGLE,"SOFTWARE ENGINEER","California City, CA",5.25,162500
MICROSOFT,"SOLUTION ARCHITECT","Los Angeles, CA",17.5,162500
APPLE,MARKETING,"Cupertino, CA",9.666666666666666,162333.33333333334
OTHERS,"SOFTWARE ENGINEER","Los Angeles, CA",6.6116838487972505,162189.0034364261
OTHERS,"SOFTWARE ENGINEERING MANAGER","Dallas, TX",16.692307692307693,162076.92307692306
AMAZON,"SOFTWARE ENGINEER","Cupertino, CA",6.896551724137931,162017.24137931035
OTHERS,"SOFTWARE ENGINEER","San Fernando, CA",5,162000
OTHERS,"PRODUCT DESIGNER","Phoenix, AZ",13,162000
GOOGLE,"SOFTWARE ENGINEER","New Orleans, LA",7,162000
GOOGLE,"SOFTWARE ENGINEER","Lafayette, LA",13,162000
GOOGLE,"TECHNICAL PROGRAM MANAGER","Pittsburgh, PA",12,162000
OTHERS,"PRODUCT MANAGER","San Antonio, TX",14.333333333333334,162000
GOOGLE,"SOFTWARE ENGINEER","Palo Alto, CA",6.7272727272727275,161818.18181818182
OTHERS,"SOLUTION ARCHITECT","Reston, VA",14,161666.66666666666
OTHERS,"DATA SCIENTIST","San Bruno, CA",6,161600
MICROSOFT,"HARDWARE ENGINEER","Redmond, WA",9.387755102040817,161591.83673469388
AMAZON,SALES,"Sydney, NS, Australia",9,161500
GOOGLE,"MANAGEMENT CONSULTANT","San Francisco, CA",7.5,161500
GOOGLE,"PRODUCT DESIGNER","New York, NY",8,161294.11764705883
AMAZON,"SOFTWARE ENGINEERING MANAGER","Palo Alto, CA",17.875,161250
GOOGLE,"PRODUCT DESIGNER","Seattle, WA",12,161222.22222222222
OTHERS,"PRODUCT DESIGNER","San Bruno, CA",6.6,161200
APPLE,"HARDWARE ENGINEER","Cupertino, CA",7.693037974683544,161161.3924050633
OTHERS,"DATA SCIENTIST","Santa Clara, CA",5,161125
OTHERS,"DATA SCIENTIST","Mountain View, CA",5.029411764705882,161117.64705882352
OTHERS,"SOLUTION ARCHITECT","Miami, FL",25,161000
